Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Added 8% margin for ONDC (product.metafields.custom.added_8_margin_for_ondc),Brand (product.metafields.custom.brand),Colour (product.metafields.custom.colour),Default Delivery Fees (product.metafields.custom.default_delivery_fees),Default Discount (product.metafields.custom.default_discount),Default Tax (product.metafields.custom.default_tax),Dimension (product.metafields.custom.dimension),Expected Delivery In Hours (product.metafields.custom.expected_delivery_in_hours),Features (product.metafields.custom.features),Material (product.metafields.custom.material),Minimum Better Home Price (product.metafields.custom.minimum_better_home_price),Other Website Price (product.metafields.custom.other_website_price),Purchase Price (product.metafields.custom.purchase_price),Returns (product.metafields.custom.returns),Service (product.metafields.custom.service),source (product.metafields.custom.source),Warranty (product.metafields.custom.warranty)
kamachi-fe-600-tmt-bar,Kamachi Fe 600 TMT Bar,Better Home,,Rebar,Garden & Outdoor,TRUE,Title,Default Title,,,,,,,,HARE0141-24826184,0,,0,deny,manual,0,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/be380b3b-6fd8-477c-942a-fdc521bb8e08_tinywow_fe600_26560488.webp?v=1695413765,1,Kamachi Fe 600 TMT Bar,FALSE,Kamachi Fe 600 TMT Bar - Better Home," Kamachi Fe 600 is the steel for new age high-rise constructions.
 The steel strength of 600 Mpa offers a  20% increase in load bearing capacity leading to atleast 4% lower steel consumption and value for money
 The extremely low sulphur and phosphorous content  gives the stell increased ductility to withstand wind loads and jerk loads during earthquakes 
 Being pioneers to launch this special quality steel in the market
  it is priced equivalent to HCR bars 
  providing maximum benefits at minimum costs",,,,,,,,,,,,,Kamachi TMT,,0,,0,,2," Carbon % max: 0.25
 Sulphur % max: 0.035
 Phosphorus % max: 0.040
 Yeild stress: 630
 Ultimate tensile stress: 670",,,,,Immediately return goods on delivery in case of any damages found.,,,
kamachi-fe-500-d-tmt-bar,Kamachi Fe 500 D TMT Bar,Better Home,,Rebar,Garden & Outdoor,TRUE,Title,Default Title,,,,,,,,HARE0140-24826183,0,,0,deny,manual,0,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/5784b7d1-dcb1-4438-8c57-3621d73c4413_tinywow_500d_26558646.webp?v=1695413746,1,Kamachi Fe 500 D TMT Bar,FALSE,Kamachi Fe 500 D TMT Bar - Better Home," Also known as earthquake specialist
  the 'D' denotes the extra ductility of the rebar
 The best quality blooms ensure extremely low levels of Sulphur and Phosphorus impurities
 The lesser these elements
  the greater the ducility and ability to withstand the tremendous shock load produced during earthquakes
 Kamachi Fe500D bars not only offers better value and durability than presumed leading brands
  it is also trusted by India's leading industrial houses",,,,,,,,,,,,,Kamachi TMT,,0,,0,,2," Carbon % max: 0
 20-0.25
 Sulphur % max: 0.035
 Phosphorus % max: 0.04
 Yeild stress: 525
 Ultimate tensile stress: 600",,,,,Immediately return goods on delivery in case of any damages found.,,,
kamachi-fe-550-tmt-bar,Kamachi Fe 550 TMT Bar,Better Home,,Rebar,Garden & Outdoor,TRUE,Title,Default Title,,,,,,,,HARE0139-24826182,0,,0,deny,manual,0,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9efc4a3d-4b5b-4c74-a0dc-954e055b95e1_tinywow_kamatchi_201_26557038.webp?v=1695413729,1,Kamachi Fe 550 TMT Bar,FALSE,Kamachi Fe 550 TMT Bar - Better Home," This widely accepted grade from Kamachi is manufactured with minimum 5% higher strength than BIS Standards and can save upto 30% when compared to ordinary TMT bars
 Excellent elongation
  bend and re-bend properties and superior weld ability makes Kamachi TMT preferred choice of engineers and bar benders alike",,,,,,,,,,,,,Kamachi TMT,,0,,0,,2," Carbon % max: 0.25
 Sulphur % max: 0.050
 Phosphorus % max: 0.050
 Yeild stress: 580
 Ultimate tensile stress: 680",,,,,Immediately return goods on delivery in case of any damages found.,,,
athangudi-tiles,Athangudi Tiles,Better Home,,Tiles,Garden & Outdoor,TRUE,Style,Premium,,,,,,,,FLTI0077-24822907,0,,0,deny,manual,57,60,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/36298f70-13df-4bda-9570-a6ad0bd5f244_tinywow_images_23908102.webp?v=1695413680,1,,FALSE,Athangudi Tiles - Better Home," Athangudi tiles
  named after the place of manufacture in Chettinad
  Tamil Nadu
  come in myriad colors and patterns and are made by a unique process using local soil. 
 Even before invasion of mechanized making of floor tiles such as ceramic
  vitrified
  marble and granites
 these flowering tiles of Athangudi were a match of its own class and they competed with imported ones of Japan and Italy.",,,,,,,,,,,,,Better Home,,0,,0,Premium,2," The Athangudi tiles are hand-made.
 These tiles can be created with any design or colour of choice.
 10 inch x 10 inch
 Minimum order 700 square feet",,,,,Immediately return goods on delivery in case of any damages found.,,,
acrylic-photo-frame,Acrylic Photo Frame,Better Home,Home & Garden > Household Supplies > Storage & Organization > Photo Storage > Photo Albums,Photo Frame,Home Decor,TRUE,Size,17.5 x 12 inch,,,,,,,,DEPH0001-24827296,0,,0,deny,manual,1018,1999,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/5e2f84bf-14cf-4db3-bc5e-b235b6b34d61_tinywow_5_30976550.webp?v=1725379448,1,,FALSE,Acrylic Photo Frame - Better Home," An acrylic photo frame is a  eye-catching way to display your most treasured memories
 Acrylic photo frame is a type of frame that is made from transparent or translucent acrylic material.
 It is designed to hold and display photographs
  providing a modern and sleek look. 
 Thickness: 3mm
 Ultra HD print (Highest DPI)
 Image Processing at 600×600 PPi
 Acrylic chemical preparation prior to printing
 Unidirectional pixel-perfect direct printing on acrylic
 Never peel off",,,,,,,,,,,,,S3,,,,,,," Acrylic frames is known for its excellent transparency allowing your photographs to be showcased without any distortion or colour fading.
 Acrylic frames are lightweight making them easy to handle and hang on walls. 
  Acrylic frames come in various sizes, shapes and styles allowing you to find one that suits your preferences and the aesthetic of your space.
 Acrylic frames are relatively easy to clean and maintain.",,,,,Immediately return goods on delivery in case of any damages found.,,,
pillayar-granite-stone-statue,Pillayar Granite Stone Statue from Famous Mahabailpuram Sculptors,Better Home,,Granite Statue,Home Decor,TRUE,Size,Height- 18 inch,,,,,,,,DEGR0001-24826327,0,,0,deny,manual,18360,22680,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/8457a267-202f-4fac-ba56-8ecc345794a7_tinywow_WhatsApp_Image_2023-07-20_at_11.58.22_AM-removebg-preview_29651031.webp?v=1695413643,1,,FALSE,Pillayar Granite Stone Statue - Better Home," The Pillayar Granite Stone Statue is a magnificent sculpture carved by fine sculptors from the Government College of Architecture and Sculpture
  Mahabailpuram (Mamallapuram) near Chennai..
 This serves as a meaningful and beautiful addition to any collection.
 The statue depicts Pillayar in a seated posture
  reflecting his calm and peaceful nature
  while his symbolic elephant head and four arms signify his wisdom
  strength
  and ability to overcome obstacles.
 This statue is compact yet impactful
  making it an ideal choice for those seeking a smaller representation of Pillayar's divine presence.",,,,,,,,,,,,,Better Home,,0,,0,Height- 18 inch,120," Material: Granite
 Duration to make: 5 days",,,,,Immediately return goods on delivery in case of any damages found.,,,
buddha-granite-stone-statue,Buddha Granite Stone Statue from Famous Mahabailpuram Sculptors,Better Home,,Granite Statue,Home Decor,TRUE,Size,Height 18 Inch (1.5 feet),,,,,,,,MAGR0001-24826239,0,,0,deny,manual,15300,21500,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/2ccbc7f5-6f3b-42f2-bbe2-a2bc96c6fc2b_tinywow_WhatsApp_Image_2023-07-20_at_11.58.21_AM-removebg-preview_29651057.webp?v=1695413634,1,Buddha Granite Stone Statue,FALSE,Buddha Granite Stone Statue - Better Home,"• The Buddha Granite Stone Statue is a magnificent sculpture carved by fine sculptors from the Government College of Architecture and Sculpture, Mahabailpuram (Mamallapuram) near Chennai.
• This Statue is carved from solid granite capturing the serene and meditative presence of the Buddha.
• With its compact dimensions this Buddha statue is perfect for smaller spaces such as desks, shelves or meditation altars.
• Whether placed in a home, office or meditation space, this miniature Buddha statue creates a sacred ambiance",,,,,,,,,,,,,Better Home,,0,,0,Height 18 Inch (1.5 feet),120," Material: Granite
 Duration to make: 5 days
 Height: 18 inch( 1.5 feet)",,,,,Immediately return goods on delivery in case of any damages found.,,,
transparent-glass-block,Transparent Glass Block,Better Home,,Glass Block,Home Decor,TRUE,Size,190 x 190 x 80 mm,,,,,,,,GLGL0004-24804577,0,shopify,-25,deny,manual,259,300,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/934f364c-d760-42a0-bab7-7ff67deaa18d_tinywow_CLEAR1919_8-WAVE-600x678-1_14163202.webp?v=1695413615,1,Transparent Glass Block,FALSE,Transparent Glass Block - Better Home," Product Type: Glass
 The Clear Transparent Glass Blocks Range with wave glass design- is ideal for all the applications where the product is chosen prevalently for its characteristic function: the passage of light.
 Energy Saving glass blocks effectively reduces the thermal transmittance of the glass block up to 50%.",,,,,,,,,,,,,S3,,0,,0,190 x 190 x 80 mm,2," Shape: Square
 Colour: Clear Transparent
 Applications: Contemporary shower stall, bathroom, shower partition, kitchen island or backsplash, walls
 New construction and renovations.
 Size: 190 x 190 x 80mm",,,,,Immediately return goods on delivery in case of any damages found.,,,
glass-pergola-roof-glass-glass-ceiling,Glass Pergola- Roof Glass- Glass Ceiling,Better Home,,Glass Pergola,Home Decor,TRUE,Size,Price per sq.ft for 12mm toughened glass only;,,,,,,,,GLGL0003-24804115,0,,0,deny,manual,244,270,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/5caf3144-df0c-4819-9cb1-8a64f9274109_9f0b19938eb6999be5d22a939b8f9315.jpg?v=1695413604,1,Glass Pergola- Roof Glass- Glass Ceiling,FALSE,Glass Pergola- Roof Glass- Glass Ceiling - Better Home,"Glass roofing with attractive designs make your interiors as well as exteriors superior in style and design.
 Our experienced team should customize your dream with our own ideas and experiences
 Glass pergolas are an integral part of the modern residences as well as commercial complexes but brands like Saint-Gobain and quality engineers make it most superior.
 A glass pergola ensures a unique attraction to the premises along with a perfect roofing solution.",,,,,,,,,,,,,S3,,0,,0,Price per sq.ft for 12mm toughened glass only;,2," Brand: Saint-Gobain
 Material Used: Toughened Glass
 Sizes: Customised Design
 Style: Customised Design
 Shape: Customised Design
 Installation cost is Excluded",,,,,Immediately return goods on delivery in case of any damages found.,,,Warranty is not applicable.
aluminium-false-ceiling,Aluminium False Ceiling,Better Home,Uncategorized,False Ceiling,Home Decor,TRUE,Size,Price for 1 Square Feet,,,,,,,,HAFA3754-24801583,0,,0,deny,manual,400,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/19787fcb-e3ac-43f6-8a2e-5229a7c5bcff_False_20ceiling.jpg?v=1695413593,1,Aluminium False Ceiling,FALSE,Aluminium False Ceiling - Better Home," We provide aluminum false ceiling as per dimensions specified by customer.
 Application:
 Commercial
  Residential and Industrial",,,,,,,,,,,,,S3,,0,,0,Price for 1 Square Feet,2," Low maintenance
 Finely polished
 Corrosion resistant
 Ruggedness
 Anti corrosive",,,,,Immediately return goods on delivery in case of any damages found.,,,
aluminium-window,Aluminium Window,Better Home,,Window,Home Decor,TRUE,Size,Price for 1 Square Feet,,,,,,,,HAWI0004-24801582,0,,0,deny,manual,400,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/b5fe9904-5251-4059-a869-3c80f52ed294_Aluminum_20window.jpg?v=1695413583,1,Aluminium Window,FALSE,Aluminium Window - Better Home," We provide aluminum Window as per dimensions specified by customer.
 Application:
 Commercial
  Residential and Industrial",,,,,,,,,,,,,S3,,0,,0,Price for 1 Square Feet,2," Accurate dimension
 Smooth finish
 Rust proof
 Easy to install
 Fine finish
 Dimensional accuracy",,,,,Immediately return goods on delivery in case of any damages found.,,,
aluminum-door,Aluminum Door,Better Home,Uncategorized,Aluminum Door,Home Furnishing - Bedding and Linen,TRUE,Size,Price for 1 Square Feet,,,,,,,,HAAL0047-24801581,0,,0,deny,manual,400,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/f6fe4461-b33d-4a54-9c15-e22842fbfdd3_Aluminumdoor.jpg?v=1695413575,1,Aluminum Door,FALSE,Aluminum Door - Better Home," We Provide aluminum sliding door as per dimensions specified by customer. 
 Application:
 Commercial
  Residential and Industrial",,,,,,,,,,,,,S3,,0,,0,Price for 1 Square Feet,2,"  Accurate dimension
 Smooth finish
  Rust proof
 Easy to install
 Fine finish
 Dimensional accuracy",,,,,Immediately return goods on delivery in case of any damages found.,,,
upvc-balcony-windows,UPVC Balcony Windows,Better Home,,UPVC Doors and Windows,Home Decor,TRUE,Thickiness,5mm,,,,,,,,GLUP0004-24720400,0,,0,deny,manual,417,470,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/d2de824a-b7f8-4abd-af47-7a62e66ec10a_GLUP0004_f04a6619-f94d-4121-a44a-ed383e395d83.jpg?v=1695413565,1,UPVC Balcony Windows,FALSE,UPVC Balcony Windows - Better Home," Open Style:	Sliding",,,119,,,,,,,,,,S3,,0,,0,Price per Square Feet with 5mm Thickness is,2," Price per square feet 
 Glass Thickness:	5 mm
 Window Height:	5 feet
 Material: UPVC and Glass
 Application: Balcony",,,,,Immediately return goods on delivery in case of any damages found.,,,
upvc-french-door,UPVC French Door,Better Home,,UPVC Doors and Windows,Home Decor,TRUE,Thickness,5mm,,,,,,,,GLUP0003-24720395,0,,0,deny,manual,485,550,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/1a6e1fac-9ec6-41ed-a1d9-4f6d1ed27564_upvc-french-door-500x500_2a358c05-57eb-4142-be68-b600f4662ceb.jpg?v=1695413556,1,UPVC French Door,FALSE,UPVC French Door - Better Home," Handle Type:	L Handle
 Glass Type:	Toughened Glass
 Door Type:	Hinged",,,119,,,,,,,,,,S3,,0,,0,Price per Square Feet with 5mm Thickness is,2," Price per Square Feet
 Glass Thickness:	5mm
 Door Location: Exterior and Interior
 Finishing: Powder Coated
 Material: UPVC and Glass",,,,,Immediately return goods on delivery in case of any damages found.,,,
upvc-and-glass-casement-window,UPVC and Glass Casement Window,Better Home,,UPVC Doors and Windows,Home Decor,TRUE,Thickness,5mm,,,,,,,,GLUP0002-24720390,0,,0,deny,manual,514,580,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/e364e99d-e11d-4ae5-aa41-74d4b3778334_upvc-casement-window-500x500_ff96520d-96f2-4ab6-b039-e4e63cf0378a.jpg?v=1695413547,1,UPVC and Glass Casement Window,FALSE,UPVC and Glass Casement Window - Better Home," Casement windows can be built for inside or outside opening as they are pivoted at the sides.
 With so many things to consider when choosing a door – brands
  materials
  functionality
  performance and so on – the process can become mind-boggling
 Casement windows are superior options for consumers interested with acoustic
  thermal and safety performance.
 All casement windows are integrated with a many variety of security accessories such as multipoint locking
  along with espagnolettes with mushroom head caches and high security bolts.
 Available in various sizes as per the customers' needs
 High rate on flexural strength and joint stability UPVC profile
 Good appearance and hand feeling
 Good appearance and hand
 Acid
  Alkali Corrosion-resistance",,,119,,,,,,,,,,S3,,0,,0,Price per Square Feet with 5mm Thickness is,2," Price per Square Feet 
 Glass Thickness:	5 mm
 Frame Material: UPVC
 Open Style: Hinged
 Height: 4 Feet",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.myhome-saint-gobain.com/myhome/windows.php,
upvc-fixed-window,UPVC Fixed Window,Better Home,,UPVC Doors and Windows,Home Decor,TRUE,Thickness,5mm,,,,,,,,GLUP0001-24720384,0,,0,deny,manual,600,700,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/89552e67-82a4-4be3-ba62-1a70bb4d8880_upvc-fixed-window-500x500_c4537031-b7b7-4143-b11e-f381b9cb0ddb.png?v=1695413536,1,UPVC Fixed Window,FALSE,UPVC Fixed Window - Better Home," Fixed windows are best choice to allow light in and give a view but need not to be opened or operated because there are no ventilation possibilities.
 The fact that fixed windows don't operate does not means that the design or quality can be compromised in anyway.
 Additional accuracy in installation and design expertise during fabrication is needed to assure that fixed windows remain sanitary and serve their purpose well.
 upvc fixed windows are a perfect choice in these situations because of their less maintenance requirments and great strength and endurance.
 Easy to drill and nail.
 Shield against sound pollution
 Occupy little space
 Superior protection against weather and water corrosion",,,119,,,,,,,,,,S3,,0,,0,Price per Square Feet with 5mm Thickness is,0," Price per square feet
 Open Style: Fixed Window
 Colour: Brown
 Glass Thickness:	5mm
 Frame Material: UPVC
 Window Height: 5 Feet
 Application:	Home, Office, etc
 Shape: Rectangle",,,,,Immediately return goods on delivery in case of any damages found.,,,
raja-ganesha-tanjore-painting,Raja Ganesha Tanjore Painting 15 x 12 inch,Better Home,,Tanjore Painting,Home Decor,TRUE,Material,Glass,,,,,,,,DETA0001-24804591,0,,0,deny,manual,10500,13000,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/WhatsAppImage2023-11-14at2.47.09PM.jpg?v=1699957524,1,,FALSE,Raja Ganesha Tanjore Painting - Better Home," This Painting is 100% handmade made with original 22 carat gold leaves and authentic Jaipur gems by skilled artisans in Thanjavur. 
 Beautiful gift for any auspicious occasion.",,,,,,,,,,,,,Better Home,,0,,0,18 x 15 x 2 in,120,"
Materials: 
  22 Carat Original Gold Foils
  Frame: Traditional Chettinad Teak Wood frame
  Water Resistant Plywood
  Cloth
  Paints
  Authentic Jaipur gem stones
  Arabic gum and chalk powder.
 Color: Multicolor",,,,,Immediately return goods on delivery in case of any damages found.,,https://ttagallery.in/shop/ols/products/panchamugha-hanuman-sitting-tanjore-painting/v/RAJGYTTA,
stainless-steel-hand-railing,Stainless Steel Hand Railing,Better Home,Hardware > Building Materials > Handrails & Railing Systems,Railing,Garden & Outdoor,TRUE,Material,Grade 304,,,,,,,,GLRA0008-24752016,0,,0,deny,manual,750,850,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/dde6cb8b-c575-4a37-a1cc-53408a20fbc1_sr-14-500x500.jpg?v=1695413515,1,,FALSE,Stainless Steel Hand Railing - Better Home," Grade - 202 
  304 Available
 Measurement 
  Supply 
  Fixing All included",499949,,,,,,,,,,,,S3,,0,,0,Grade 202,2," Material - Stainless Steel 304 grade
 Thickness: 1.2 mm
 Used In Staircase And Balcony
 Price Per Running Feet",,,,,Immediately return goods on delivery in case of any damages found.,,,
glass-hand-railing,Glass Hand Railing,Better Home,Uncategorized,Glass,Home Decor,TRUE,Price Per Sq. Ft. For Material,Grade 304,,,,,,,,GLRA0007-24750864,0,,0,deny,manual,950,1200,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/df561538-2e0f-4cce-9b25-15f5d7bdbf9b_1000425-website-slider-trap-en-trapleuning-1500x637-.1500x637x1.jpg?v=1695413506,1,,FALSE,Glass Hand Railing - Better Home," Grade 202 and 304 Available
 Measurement 
  Supply 
  Fixing All included
  10mm and 12mm toughened glass with 5 years warranty for autoburst",,,2826,,,,,,,,,,S3,,0,,0,Grade 304,2," Glass Type - Flat glass, Tempered glass and Laminated glass
 Position - Balcony, Stairs
 Prices per sq feet ",,,,,Immediately return goods on delivery in case of any damages found.,,,
