Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Added 8% margin for ONDC (product.metafields.custom.added_8_margin_for_ondc),Brand (product.metafields.custom.brand),Colour (product.metafields.custom.colour),Default Delivery Fees (product.metafields.custom.default_delivery_fees),Default Discount (product.metafields.custom.default_discount),Default Tax (product.metafields.custom.default_tax),Dimension (product.metafields.custom.dimension),Expected Delivery In Hours (product.metafields.custom.expected_delivery_in_hours),Features (product.metafields.custom.features),Material (product.metafields.custom.material),Minimum Better Home Price (product.metafields.custom.minimum_better_home_price),Other Website Price (product.metafields.custom.other_website_price),Purchase Price (product.metafields.custom.purchase_price),Returns (product.metafields.custom.returns),Service (product.metafields.custom.service),source (product.metafields.custom.source),Warranty (product.metafields.custom.warranty)
parryware-waste-coupling-t9911a1,Parryware Waste Coupling Full Thread 130 T9898A1,Better Home,,Wash Basin,,TRUE,Title,Default Title,,,,,,,,SAWA0112-11349627,0,,0,deny,manual,432,590,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/wastecoupling.jpg?v=1713895220,1,,FALSE,Parryware Waste Coupling T9911A1 - Better Home, Full Thread Waste Coupling,,,2886,,,,,,,,,,Parryware,,200,,0,,2," Type : Waste Coupling
 Sub Type : Normal",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/fittings-accessories/waste-coupling/waste-coupling/full-thread-waste-coupling-T9911A1,Manufacture warranty; Please contact the brand service center.
parryware-flush-tank-slimline-standard-e8297-white,Parryware Flush Tank Slimline Standard E8297-White,Better Home,,Cistern,Bathroom and Kitchen fixtures,TRUE,Color,White,,,,,,,,SACO0119-11349625,0,,0,deny,manual,1311,1620,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0119.jpg?v=1695414015,1,Parryware Flush Tank Slimline Standard E8297-White,FALSE,Parryware Flush Tank Slimline Standard E8297-White - Better Home," Slimline Standard
 Single Flush
 Water inlet position: Side left",,,5665,,,,,,,,,,Parryware,,50,,0,,2," Type : Flush Tank
 Color: White",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/collections/parryware/slimlime-standard/standard-single-flush-E8297,10 Years Manufacturer Warranty from date of invoice
parryware-full-pedestal-new-c0302-white,Parryware Full Pedestal New C0302-White,Better Home,,Wash Basin,Bathroom and Kitchen fixtures,TRUE,Size,205x255x620 mm,,,,,,,,SAWA0111-11349621,0,shopify,0,deny,manual,2138,2500,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0111.jpg?v=1695413981,1,Parryware Full Pedestal New C0302-White,FALSE,Parryware Full Pedestal New C0302-White - Better Home,  Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,,,2886,,,,,,,,,,Parryware,,200,,0,205x255x620 mm,2," Type : Pedestal Basin
 Sub Type : Pedestal
 Fixing kit: Included
 Mounting system: Fixing springs
 Space-saving",,,,,Immediately return goods on delivery in case of any damages found.,,,2 Years Manufacturer Warranty from date of invoice
parryware-table-top-wash-basin-inslim-410-c041k-white,Parryware Table Top Wash Basin Inslim 410 C041K-White,Better Home,,Wash Basin,Bathroom and Kitchen fixtures,TRUE,Size,410x410x140 mm,,,,,,,,SAWA0108-11349617,0,,0,deny,manual,4912,6240,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0108.jpg?v=1695413973,1,Parryware Table Top Wash Basin Inslim 410 C041K-White,FALSE,Parryware Table Top Wash Basin Inslim 410 C041K-White - Better Home," Inslim 410
 Table Top
 Length: 410 mm
 Width: 410 mm
 Height: 145 mm",,,2886,,,,,,,,,,Parryware,,200,,0,410x410x140 mm,2," Part Number : C041K
 Color : White
 Type : Bowl Basin
 Series : Inslim",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/sanitaryware/basin/bowl-basins/inslim-410/inslim-bowl-basin-white-color-C041K,
parryware-cascade-nxt-semi-pedestal-c0380-white,Parryware Cascade NXT Semi Pedestal C0380-White,Better Home,,Wash Basin,Bathroom and Kitchen fixtures,TRUE,Size,Length: 165mm; Width: 200mm; Height : 725mm,,,,,,,,SAWA0106-11349615,0,shopify,0,deny,manual,1180,1520,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0106.jpg?v=1695413965,1,Parryware Cascade NXT Semi Pedestal C0380-White,FALSE,Parryware Cascade NXT Semi Pedestal C0380-White - Better Home,"  Parryware is the finest quality and rest assured to get the best in terms of both durability and performance
 Length: 165mm
 Width: 200mm
 Height : 725mm",,,2886,,,,,,,,,,Parryware,,200,,0,Length: 165mm; Width: 200mm; Height : 725mm,2," Type : Pedestal Basin
 Sub Type : Pedestal",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/sanitaryware/basin/wash-basins-pedestal/cascade-nxt/cascade-nxt-semi-pedestals-C0380,2 Years Manufacturer Warranty from date of invoice
parryware-wash-basin-cascade-nxt-c0404-white,Parryware Wash Basin Cascade NXT C0404-White,Better Home,,Wash Basin,,TRUE,Style,C0404 Basin - 570 x 440 x 200mm and White,,,,,,,,SAWA0105-11349614,0,shopify,0,deny,manual,1644,1840,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0105.jpg?v=1695413956,1,,FALSE,Parryware Wash Basin Cascade NXT C0404-White - Better Home,  Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,,,2886,,,,,,,,,,Parryware,,200,,0,C0404 Basin - 570 x 440 x 200mm,2," Type : Pedestal Basin
 Material Type : Vitreous china
 CascadeNXT-Basins
 C0404 Basin - 570 x 440 x 200mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/collections/parryware/cascade-nxt/cascade-nxt-basin-C0404,10 Years Manufacturer Warranty from date of invoice
parryware-aura-rimless-wall-hung-commode-c8848,Parryware Aura Rimless Wall Hung Commode C8848,Better Home,,Toilet,Bathroom and Kitchen fixtures,TRUE,Size,510 x 350 x 355 mm,,,,,,,,SACO0113-11349612,0,,0,deny,manual,15580,20850,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0113.jpg?v=1695413938,1,Parryware Aura Rimless Wall Hung Commode C8848,FALSE,Parryware Aura Rimless Wall Hung Commode C8848 - Better Home," Type of Trap: P-Trap
 Type: Soft Close
 EWC Series: Aura Rimless Commode",,,2062,,,,,,,,,,Parryware,,300,,0,510 x 350 x 355 mm,2," Type : Closet
 Sub Type : Wall Mounted
 Dimension: 510 x 350 x 355mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://buildpro.store/parryware-aura-rimless-wall-hung-commode-c8848.html,10 Years Manufacturer Warranty from date of invoice
parryware-zest-n-wall-hung-commode-with-soft-close-seat-cover-c021i,Parryware Zest N Wall Hung Commode With Soft Close Seat Cover C021I,Better Home,,Toilet,Bathroom and Kitchen fixtures,TRUE,Size,540 x 340 x 375 mm,,Color,White,,,,,SACO0112-11349611,0,,0,deny,manual,7534,9990,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0112.jpg?v=1695413929,1,Parryware Zest N Wall Hung Commode With Soft Close Seat Cover C021I,FALSE,Parryware Zest N Wall Hung Commode With Soft Close Seat Cover C021I - Better Home," Type of Trap: P-Trap
 Seat Cover Type: Soft Close Slim Seat Cover
 EWC Series: Zest N Commode",,,2062,,,,,,,,,,Parryware,,300,,0,540 x 340 x 375 mm,2," Type : Closet
 Sub Type : Wall Mounted
 Dimension: 540 x 340 x 375 mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/sanitaryware/water-closet/wall-hung/orrisa/zest-n-wall-hung-soft-close-seat-C021I,10 Years Manufacturer Warranty from date of invoice
parryware-wall-hung-commode-indus-p-195mm-c0265-white,Parryware Wall Hung Commode Indus P-195MM C0265-White Full set,Better Home,Uncategorized,Toilet,Bathroom and Kitchen fixtures,TRUE,Title,Default Title,,,,,,,,SACO0109-24730774,0,,0,deny,manual,8400,13400,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0109.jpg?v=1695413920,1,,FALSE,Parryware Wall Hung Commode Indus P-195MM C0265-White - Better Home," Parryware Closet Indus P-195MM C0265-White
 Flushing system: Washdown
 Rim type: Open
 Shape: Round
 Style: Neutral",,,2062,,,,,,,,,,Parryware,,300,,0,C0265 Closet : 615 x 380 x 770mm,2," Type : Closet
 Size : 615 x 380 x 770mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/collections/parryware/indus/indus-wall-hung-cistern-toilets-trendy-taupe-colour-C0265,10 Years Manufacturer Warranty from date of invoice
parryware-angle-cock-t9926a1,Parryware Angle Cock T9926A1,Better Home,,Faucet,,TRUE,Title,Default Title,,,,,,,,SATA0428-11349605,0,,0,deny,manual,590,650,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0428.jpg?v=1695413910,1,Parryware Angle Cock T9926A1,FALSE,Parryware Angle Cock T9926A1 - Better Home,  Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,,,2032,,,,,,,,,,Parryware,,50,,0,,2," Type : Angle Cock
 Sub Type : Standard
 Made of: Brass
 Suitable For: Bathroom
 Wall Mount Installation Type",,,,,Immediately return goods on delivery in case of any damages found.,,,10 Years Manufacturer Warranty from date of invoice
parryware-thrift-commode-pan-c0116,Parryware Thrift Commode Pan C0116,Better Home,,Toilet,Bathroom and Kitchen fixtures,TRUE,Size,530 x 415 x 300 mm,,Color,White,,,,,SACO0101-11349599,0,,0,deny,manual,2359,2790,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0101.jpg?v=1695413901,1,Parryware Thrift Commode Pan C0116,FALSE,Parryware Thrift Commode Pan C0116 - Better Home," Parryware Thrift Commode Pan C0116
 WC Series: Thrift
 Commode Pan Color: White
 Water inlet position: Vertical",,,2062,,,,,,,,,,Parryware,,300,,0,530 x 415 x 300 mm,2," Type : Pan
 Sub Type : Floor Mounted
 Dimension: 530 x 415 x 300 mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/collections/parryware/thrift/thrift-pan-500-C0116,10 Years Manufacturer Warranty from date of invoice
parryware-wall-hung-corner-wash-basin-c0408-white,Parryware Wall Hung Corner Wash Basin C0408-White,Better Home,,Wash Basin,Bathroom and Kitchen fixtures,TRUE,Size,410x410x200 mm,,,,,,,,SAWA0104-11349595,0,,-1,deny,manual,1530,1900,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/87764cc6-8a09-49b0-9302-e6afd2569180_tinywow_SAWA0104_31220353.webp?v=1695413893,1,Parryware Wall Hung Corner Wash Basin C0408-White,FALSE,Parryware Wall Hung Corner Wash Basin C0408-White - Better Home," Parryware Wall Hung Corner Wash Basin C0408-White
 Basin Series: Corner
 Basin Type: Corner Wash Basin",,,2886,,,,,,,,,,Parryware,,100,,0,410x410x200 mm,2," Type : Wall Hung
 Sub Type : Corner",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/sanitaryware/basin/corner-basins/corner-basin/corner-basin-corner-basins-C0408,10 Years Manufacturer Warranty from date of invoice
parryware-full-pedestal-standard-c0371-white,Parryware Full Pedestal Standard C0371-White,Better Home,Uncategorized,Wash Basin,Bathroom and Kitchen fixtures,TRUE,Size,155x170x630 mm,,,,,,,,SAWA0103-11349594,0,shopify,0,deny,manual,2027,2580,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0103.jpg?v=1695413885,1,Parryware Full Pedestal Standard C0371-White,FALSE,Parryware Full Pedestal Standard C0371-White - Better Home," Standard
 Pedestal Basin",,,2886,,,,,,,,,,Parryware,,200,,0,155x170x630 mm,2," Type : Pedestal Basin
 Sub Type : Pedestal",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/sanitaryware/pedestals/full-pedestals/standard/standard-pedestal-C0371,10 Years Manufacturer Warranty from date of invoice
parryware-indus-wall-hung-wash-basin-c0471-white,Parryware Indus Wall Hung Wash Basin C0471-White,Better Home,,Wash Basin,Bathroom and Kitchen fixtures,TRUE,Size,500x400x205 mm,,,,,,,,SAWA0102-11349593,0,,0,deny,manual,1510,1840,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9524ed55-3468-4f1f-96da-58608029562e_tinywow_SAWA0102_31220050.webp?v=1695413877,1,Parryware Indus Wall Hung Wash Basin C0471-White,FALSE,Parryware Indus Wall Hung Wash Basin C0471-White - Better Home," Parryware Indus Wall Hung Wash Basin C0471-White
 Basin Series: Indus
 Basin Type: Wall Hung Wash Basin",,,2886,,,,,,,,,,Parryware,,100,,0,500x400x205 mm,2," Cutting type: Straight
 Fixing kit: Included
 Installation type: Wall-hung
 Material: Vitreous china
 Overflow type: Standard
 Shape: Round",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/sanitaryware/basin/wall-hung-basins/indus/indus-wall-hung-basins-C0471,10 Years Manufacturer Warranty from date of invoice
parryware-counter-top-basin-cascade-nxt-c0431-white,Parryware Counter Top Basin Cascade NXT C0431-White,Better Home,,Wash Basin,Bathroom and Kitchen fixtures,TRUE,Size,550x450x200 mm,,,,,,,,SAWA0099-11349590,0,,0,deny,manual,2844,3750,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0099.jpg?v=1695413868,1,Parryware Counter Top Basin Cascade NXT C0431-White,FALSE,Parryware Counter Top Basin Cascade NXT C0431-White - Better Home," Parryware Counter Top Basin Cascade NXT C0431-White
 Basin Series: Cascade NXT
 Basin Type: Counter Top Wash Basin",,,2886,,,,,,,,,,Parryware,,200,,0,550x445x200 mm,2," Cutting type: Straight
 Installation type: Bowl / Overcountertop
 Material: Vitreous china
 Overflow type: Standard
 Shape: Round
 Undersurface ground
 Without overflow",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/sanitaryware/basin/counter-top-self-rimming/cascade-nxt/cascade-nxt-ct-basin-C0431,10 Years Manufacturer Warranty from date of invoice
parryware-eden-single-piece-s-300mm-commode-c8852,Parryware Eden Single Piece S-300MM Commode C8852,Better Home,,Toilet,Bathroom and Kitchen fixtures,TRUE,Size,620 x 350 x 725mm,,Color,White,,,,,SACO0097-11349589,0,,0,deny,manual,12186,16220,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0097.jpg?v=1695413859,1,Parryware Eden Single Piece S-300MM Commode C8852,FALSE,Parryware Eden Single Piece S-300MM Commode C8852 - Better Home," Parryware Eden Single Piece S-300MM Commode C8852
 EWC Series: Eden
 Type of Trap: S-Trap
 Trap Size (Mm): 300
 Flushing Technology: Dual Flash (6L & 3L to save water)
 Seat Cover Technology: Soft Close
 Water Closet Color: White",,,2062,,,,,,,,,,Parryware,,300,,0,620 x 350 x 725mm,2," Type : One Piece
 Sub Type : Floor Mounted
 Dimension: 620 x 350 x 725mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/sanitaryware/water-closet/single-piece-suite/niagara/eden-single-piece-s-305closet-C8852,10 Years Manufacturer Warranty from date of invoice
parryware-single-piece-commode-zest-s-220mm-c8809-white,Parryware Single Piece Commode Zest S-220MM C8809-White,Better Home,,Toilet,Bathroom and Kitchen fixtures,TRUE,Size,645 x 365 x 702 mm,,Color,White,,,,,SACO0096-11349588,0,,0,deny,manual,13028,17060,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0096.jpg?v=1695413851,1,Parryware Single Piece Commode Zest S-220MM C8809-White,FALSE,Parryware Single Piece Commode Zest S-220MM C8809-White - Better Home," Parryware Single Piece Commode Zest S-220MM C8809-White
 Type of Trap: S-Trap
 Trap Size (Mm): 220
 EWC Series:  Zest
 Flushing Technology: Dual Flash (6L & 3L to save water)
 Seat Cover Technology: Soft Close",,,2062,,,,,,,,,,Parryware,,300,,0,645 x 365 x 702 mm,2," Type : One Piece
 Sub Type : Floor Mounted
 Dimension:  645 x 365 x 702 mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/sanitaryware/water-closet/single-piece-suite/zest/zest-single-piece-s-trap-220mm-C8809,10 Years Manufacturer Warranty from date of invoice
parryware-prime-single-piece-s-200mm-commode-c8853,Parryware Prime Single Piece S-200MM Commode C8853,Better Home,,Toilet,Bathroom and Kitchen fixtures,TRUE,Size,640 x 345 x 690 mm,,Color,White,,,,,SACO0093-11349585,0,,0,deny,manual,9608,12750,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0093.jpg?v=1695413843,1,Parryware Prime Single Piece S-200MM Commode C8853,FALSE,Parryware Prime Single Piece S-200MM Commode C8853 - Better Home," Type of Trap: S-Trap
 Trap Size (Mm): 200
 EWC Series: Prime
 Water Closet Color: White
 Soft Close System: The W.C. lid with a soft-close system avoids shocks and breakages.
 Dual Flush 6-3 L Cisterns: Water saving double button to choose between 6 or 3 liters flushing volume of water.",,,2062,,,,,,,,,,Parryware,,300,,0,640 x 345 x 690 mm,2," Type : One Piece
 Sub Type : Floor Mounted
 Dimension: 640 x 345 x 690mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/collections/parryware/prime-066-24.0234/prime-single-piece-s-220closet-C8853,10 Years Manufacturer Warranty from date of invoice
parryware-cute-single-piece-s-300mm-commode-c8851,Parryware Cute Single Piece S-300MM Commode C8851,Better Home,,Toilet,Bathroom and Kitchen fixtures,TRUE,Size,640 x 360 x 710 mm,,Color,White,,,,,SACO0092-11349584,0,,0,deny,manual,10801,14500,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0092.jpg?v=1695413835,1,Parryware Cute Single Piece S-300MM Commode C8851,FALSE,Parryware Cute Single Piece S-300MM Commode C8851 - Better Home," EWC Series: Cute
 Type of Trap: S-Trap
 Trap Size (Mm): 300
 Water Closet Color: White
 Soft Close System: The W.C. lid with a soft-close system avoids shocks and breakages.
 Syphonic Flushing: Noise-free perfect flush.
 Dual Flush 4.5-3 L Cisterns: Water saving double button to choose between 4.5 or 3 liters flushing volume of water.",,,2062,,,,,,,,,,Parryware,,300,,0,640 x 360 x 710 mm,2," Type : One Piece
 Sub Type : Floor Mounted
 Dimension: 640 x 360 x 710mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/sanitaryware/water-closet/single-piece-suite/cute/cute-single-piece-s-305closet-C8851,10 Years Manufacturer Warranty from date of invoice
parryware-prime-plus-single-piece-s-220mm-commode-c8918,Parryware Prime Plus Single Piece S-220MM Commode C8918,Better Home,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets,Toilet,Bathroom and Kitchen fixtures,TRUE,Title,Default Title,,,,,,,,SACO0090-11349582,0,,-2,deny,manual,11332,15490,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/tinywow_ParrywarePrimeplus.webp?v=1713871406,1,,FALSE,Parryware Prime Plus Single Piece S-220MM Commode C8918 - Better Home," Type of Trap: S-Trap
 Trap Size (Mm): 220
 EWC Series:  Prime Plus
 Dimension: 650 x 365 x 725mm
 Soft Close System: The W.C. lid with a soft-close system avoids shocks and breakages.
 Vortex Flushing: A closet and rim construction capable of generating superior cleaning action.
 Syphonic Flushing: Noise-free perfect flush.
 Dual Flush 6-3 L Cisterns: Water saving double button to choose between a 6 or 3 litres flushing volume of water.",1921,,2062,,,,,,,,,,Parryware,,300,,0,650 x 365 x 725 mm,2,"• Dimension: 650 x 365 x 725 mm
• Cistern included
• Comfort height
• Flushing system: Siphonic
• Flushing system: Swirl flush offers 360 degree cleaning. 
• Flushing type: Dual flush 3/6 litres
• Installation type: Floor-standing
• Outlet type: Vertical
• Quick installation
• Rim type: Rimless
• S-Trap min setout (mm) : 220
• Seat and cover included
• Shape : Round
• Water inlet position : Bottom left



",,,,,Immediately return goods on delivery in case of any damages found.,,,10 Years Manufacturer Warranty
parryware-reeve-single-piece-commode-220mm-c8900,Parryware Reeve Single Piece Commode 220MM C8900,Better Home,,Toilet,Bathroom and Kitchen fixtures,TRUE,Size,220 mm,,,,,,,,SACO0089-11349581,0,,0,deny,manual,14830,19610,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0089.jpg?v=1695413818,1,Parryware Reeve Single Piece Commode 220MM C8900,FALSE,Parryware Reeve Single Piece Commode 220MM C8900 - Better Home," Type of Trap: S-Trap
 WC Series: Reeve
 Glazophere: A 4 layer glazing protection with Anti-germ and scratch resistance making the glaze eco-friendly and everlasting.
 Soft Close System: The W.C. lid with a soft-close system avoids shocks and breakages.
 Vortex Flushing: A closet and rim construction capable of generating superior cleaning action.
 Syphonic Flushing: Noise-free perfect flush.
 Slim Seat Cover: Ultra-slim seat cover for better aesthetic.",,,2062,,,,,,,,,,Parryware,,300,,0,220 mm,2," Type : One Piece
 Sub Type : Floor Mounted",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/collections/blaze/reeve-single-piece-closet-220mm-s-trap-w-C8900,10 Years Manufacturer Warranty from date of invoice
parryware-aquiline-single-piece-commode-c8902,Parryware Aquiline Single Piece Commode C8902,Better Home,,Toilet,Bathroom and Kitchen fixtures,TRUE,Color,White,,Size,220 mm,,,,,SACO0088-11349580,0,,0,deny,manual,16637,22050,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0088.jpg?v=1695413809,1,Parryware Aquiline Single Piece Commode C8902,FALSE,Parryware Aquiline Single Piece Commode C8902 - Better Home," Parryware Rimless Aquiline Single Piece Commode C8902
 WC Series: Aquiline
 Type of Trap: S-Trap
 Water Closet Color: White
 Glazophere: A 4 layer glazing protection with Anti-germ and scratch resistance making the glaze eco-friendly and everlasting.
 Soft Close System: The W.C. lid with a soft-close system avoids shocks and breakages.
 Vortex Flushing: A closet and rim construction capable of generating superior cleaning action.
 Syphonic Flushing: Noise-free perfect flush.
 Slim Seat Cover: Ultra-slim seat cover for better aesthetic.",,,2062,,,,,,,,,,Parryware,,400,,0,220 mm,2," Type : One Piece
 Sub Type : Floor Mounted
 Trap Size (Mm): 220 mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/collections/aquiline/aquiline-single-piece-closet-290mm-s-tra-C8902,10 Years Manufacturer Warranty from date of invoice
parryware-flush-tank-slimline-economy-e8090-white,Parryware Flush Tank Slimline Economy E8090-White,Better Home,,Cistern,Bathroom and Kitchen fixtures,TRUE,Color,White,,,,,,,,SACO0087-11349578,0,,-1,deny,manual,1988,2492,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0087.jpg?v=1695413800,1,Parryware Flush Tank Slimline Economy E8090-White,FALSE,Parryware Flush Tank Slimline Economy E8090-White - Better Home," ISI Certified Flush Tank Parryware Flush Tank Slimline Economy E8090-White
 Flush Tank Series: Slimline Economy
 Tank Color: White
 Single Flush 10 L Cisterns: 10 liters flushing volume of water.
 Anti-Germ: Anti-Germ kills and stops the growth of harmful bacteria and fungs.",,,5665,,,,,,,,,,Parryware,,50,,0,,2," Compact cistern
 Fixing kit: Included
 Recommended for public spaces
 Space-saving
 Water inlet position: Side left",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/catalogue/products/flushing-cistern-seat-covers/polymer-cister/single-flush/slimline-economy/economy-single-flush-E8090,10 Years Manufacturer Warranty from date of invoice
imported-from-asia-and-toughened-in-india-glass,Imported from Asia and Toughened in India Glass by MASSS TUFF,Better Home,,Glass,"Home Decor, Toughened Glass",TRUE,Price Per Sq. Ft. For Thickness,5mm,,,,,,,,GMTG1002-379,0,,0,deny,manual,75,100,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/TOUGHENED-GLASS-GMTG1002-3.jpg?v=1712381307,1,TOUGHENED-GLASS-Better-Home,FALSE,Imported from Asia and Toughened in India Glass - Better Home," Imported as plain glass from Malaysia
  Indonesia
 Thailand
  etc.
  and toughened in factories in India.
 Toughened glass or tempered glass is glass that has undergone processes of controlled thermal treatment to increase its strength.  
 It is four times stronger than normal annealed glass.
 It is called safety glass because when it breaks
  it shatters into small.",,,2826,,,,,,,,,,MASSS TUFF,,0,,0,Price for 1 Sq Feet with 5mm thickness,2," Price for 1 Sq Feet 
 Before toughening the glass must be cut to size or pressed to shape. This is because once it is toughened
 It cannot be re-worked on.
 Clear and transparent for years.
 Toughening does not alter the basic characteristics of glass such as light transmission and solar radiant heat properties.
 Cannot be cut, drilled or altered after toughening.
 Four to five times stronger than annealed glass
 Tensile strength 65 MPA
",,,,,Immediately return goods on delivery in case of any damages found.,,,Warranty is not applicable
imported-clear-float-glass,Imported Clear Float Glass,Better Home,,Glass,"Glass;Toughened Glass;, Home Decor",TRUE,Price Per Sq. Ft. For Thickness,4mm,,,,,,,,GMCF1002-390,0,,-1,deny,manual,47,56,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/FLOAT-GLASS-GMCF1002-3_1.jpg?v=1712381471,1,Float-Glass-Better-Home,FALSE,Imported Clear Float Glass - Better Home," It is also called as Annealed Glass
  and Normal Glass.
 Imported as plain glass from Malaysia
  Indonesia
 Thailand
  etc.
 It has not undergone any treatment process like toughening
  lamination or heat strengthening",,,2826,,,,,,,,,,MASSS TUFF,,0,,0,Price for 1 Sq Feet with 4mm thickness,2," Clear and transparent for years.
 It is commonly used for residential windows.
 It is brittle and very strong in compression.
 When annealed glass breaks it forms sharp knife-like fragments which is unsafe. It has to be toughened.
 Annealed Glass has minimal residual stress and the stress is uniformly distributed.
 Edge polish charges are extra.",,,,,Immediately return goods on delivery in case of any damages found.,,,Warranty is not applicable.
